id,title,vote_average,vote_count,release_date,revenue,budget,popularity,genres,cast,director,profit,release_year,ROI,adjusted_revenue,adjusted_budget,release_month
508947,Turning Red,7.35,5342.0,2022-03-10,21328962.0,175000000.0,78.328,"Animation, Family, Comedy, Fantasy","Mia Tagano, Ava Morse, Topher Ngo, Jack Fisher, Benjamin Plessala, Caleb Jeon, Vivienne Rutherford, Timothy Cheng Chi-Sing, Kimberly Brooks, David Chen, Sean T. Krishnan, Grayson Villanueva, Maddix Robinson, Christian J. Simon, Shondalia White, Benjamin Valic, Artemis Snow, Devin Bright, Tristan Allerick Chen, Mariel Sheets, Kim Mai Guest, Violet Grace Schaffer, James Taku Leung, Terri Douglas, Ian James Corlett, Ethan Loh, Lydia Look, Ulka Simone Mohanty, Lori Tan Chinn, Rosalie Chiang, Cedric L. Williams, Anne-Marie, Orion Lee, Evan Agos, Iara Nemirovsky, Erin Fitzgerald, Paul Kwo, Sasha Roiz, Josh Levi, Sydney Thomas, Trinity Bliss, Jaiden McLeod, Poon Fong-Fong, Sherry Cola, Capri Oliver, Hadley Gannaway, Tsang Pui-Yee, Lillian Lim, David Hayter, Ellen Dubin, Arif S. Kinchen, Noel Mason, Zeno Robinson, Jason Maybaum, Addie Chandler, Lily Sanfelippo, Alison Fernandez, Karen Huie, James Hong, Sandra Oh, Jordan Fisher, Maitreyi Ramakrishnan, FINNEAS, Juliet Donenfeld, Wai Ching Ho, Hyein Park",Domee Shi,-153671038.0,2022,-87.812,23318304.885548346,191322172.87324905,3
511424,"My Sailor, My Love",6.2,16.0,2022-09-30,159180.0,4600000.0,2.53,"Drama, Romance","Wendy Dynan Gleeson, Nora-Jane Noone, Shane G. Casey, James Cosmo, Molly McCann, Annette Flynn, Donagh Deeney, Catherine Walker, Aidan O'Hare, Ciara Hennessy, Shane McCarthy, Brid Brennan, Grace Fitzgerald, Fionnuala Murphy, Helen Roche, Tara Flynn, Hannah O'Reilly, Fr. John Kenny, Ciara Fallon, Valerie O'Connor, Jeanne Nicole Ní Áinle, Nova Farrelly, Carol O'Reilly, Niamh Walsh, Finbar Furey, Bob Kelly, Gina Costigan, Aisling Reid, Tim Landers, Ciara McKeown",Klaus Härö,-4440820.0,2022,-96.54,174026.64844550734,5029039.972668261,9
511809,West Side Story,7.0,1592.0,2021-12-08,76016171.0,100000000.0,3.555,"Drama, Romance, Crime","Feiga Martinez, Aubrey Mills, Yassmin Alers, Melody Martí, Ron Stroman, Andy Powers, Jeanette Delgado, Navio Lopez, Joe Lanza, Bert Michaels, Doreen Montalvo, Jamila Velazquez, Jamie Harris, Rene Ojeda, David Bean, Ryan Woodle, Savannah Renée Rodriguez, Patrick Higgins, Sebastian Serra, John Michael Fiumara, Curtiss Cook, Gaby Diaz, Erik Charlston, Yurel Echezarreta, Yesenia Ayala, Garett Hawe, Ben Cook, Kyle Coffman, Edriz E. Rosa Pérez, Harrison Coll, José Ramón Rosario, Ana Isabelle, Kyle Allen, Kevin Csolak, Leigh-Ann Esty, Jonalyn Saxer, Ariana DeBose, Adriel Flete, Brian d'Arcy James, Julian Elia, Rita Moreno, Carlos E. Gonzalez, Skye Mattox, Jennifer Florentino, Nadia Quinn, Adrian Castillo, Eloise Kropp, Hommy Ramos, Halli Toland, Carlos Sánchez Falú, Jesseudi Marcelino, Victor Cruz, Roland Morales, Mannelly Gonzalez Abreu, Tanairi Sade Vazquez, Ricky Garcia, Juliette Feliciano Ortiz, Mike Massimino, Ixchel Cuellar, Gabriela M. Soto, Shade Rupe, Ricardo Zayas, Dan Pearson, Maddie Ziegler, Julius Anthony Rubio, David Guzman, Maya Haghighi Guliani, Mike Iveson, Sara Esty, Jeff Ward, Silvano Monasterios, Jess LeProtto, Corey Stoll, German M. Castillo, Kelvin Delgado, Denia Brache, Leonardo Ro, Clint de Ganon, Jacob Guzman, Ilda Mason, Adriana Pierce, Reginald L. Barnes, Josh Rivera, Natalie Toro, Samantha Seawolf, Myles Erlick, Arianna Rosario, Dave Noland, Jose Ruiz, Lesley Bilingslea, Andrei Chagas, Oscar Antonio Rodriguez, Ciara Calderon, Luke Joseph Fuentes Duculan, Paloma Garcia-Lee, David Aviles Morales, Brianna Abruzzo, Isaias Badilla, Maria Alexis Rodriguez, Lauren Leach, Abigail R. Valdez, Annelise Cepero, David Alvarez, Talia Ryder, Tyler Myers, Ansel Elgort, Brittany Pollack, María Alejandra Castillo, Dave Phillips, Andréa Burns, Ric Molina, Sean Harrison Jones, Isabella Ward, Pablo Thomas, Ricky Ubeda, Rachel Zegler, Patrick Noonan, Daniel Patrick Russell, iris menas, Javier Diaz, Kellie Drobnick, Jumaane Smith, Chryssie Whitehead, Paul Niebanck, Mike Faist",Steven Spielberg,-23983829.0,2021,-23.984,89760792.32472324,118081180.81180812,12
512195,Red Notice,6.765,5918.0,2021-11-04,178143.0,160000000.0,11.616,"Action, Comedy, Crime","Robert Clotworthy, Joseph A. Garcia, Chris Diamantopoulos, Elbert Kim, Yosef Podolski, Ed Sheeran, Ivan Mbakop, Dwayne Johnson, Steve Eifert, Tom Choi, Daniel Bernhardt, Guy Nardulli, Rawson Marshall Thurber, Nick Arapoglou, George Tsai, Ryan Reynolds, Andrew Hunter, Ethan Herschenfeld, Robert Mata, Victoria Paige Watkins, Gonzalo Escudero, Jay Romero, Robert Tinsley, Vincenzo Amato, Alexander Perkins, Brenna Marie Narayan, Anthony Belevtsov, Ritu Arya, Sebastien Large, Rafael Petardi, Gal Gadot, Seth Michaels, Martin Harris",Rawson Marshall Thurber,-159821857.0,2021,-99.889,210353.35793357933,188929889.29889297,11
513310,Boss Level,6.9,1670.0,2021-02-19,2000000.0,45000000.0,3.625,"Action, Science Fiction, Thriller","Ken Jeong, Rigan Machado, Jared Leland Gore, Rio Grillo, Brendan Johnston, Robert Goon, MWW Michael Wilkerson, Will Sasso, Jeremy Miller, Armida Lopez, Aaron Beelner, Michael Tourek, Gjee Wade II, William Fumicello, Milton Saul, Tyler Jon Olson, Mel Gibson, Joe Carnahan, Dane MacWhinnie, Sheaun McKinney, Quinton 'Rampage' Jackson, Leanne Scarbro, Naomi Watts, Rashad Evans, Thomas DeWier, Carlos Aviles, Joey Thurmond, Mathilde Ollivier, Rob Gronkowski, Ken Melde, Sean K. Jones, Eric Etebari, Swen Temmel, Annabelle Wallis, Tony Bradley, John Cenatiempo, Melanie Kiran, Adetinpo Thomas, Henry Penzi, Michelle Yeoh, Travis Gomez, Benjamin Weaver, Eric Goins, Adam G. Simon, Anthony McDowell, Robert Tinsley, Frank Grillo, John Thelan Reece, Joe Knezevich, Jaydyn Gay, Meadow Williams, Mallory Kidwell, Mason Pike, James William Ballard, Selina Lo, Athena Akers, Buster Reeves",Joe Carnahan,-43000000.0,2021,-95.556,2361623.6162361624,53136531.36531365,2
514207,Invasion,6.9,813.0,2020-02-27,32104054.0,8819200.0,17.051,"Science Fiction, Drama, Action","Nikolay German, Yura Borisov, Andrey Yurtaev, Oleg Menshikov, Dimitriy Krasilov, Sergey Troev, Stanislav Kisilevskiy, Daniil Kolzenov, Viktor Shamirov, Alexander Petrov, Yuriy Baturin, Ekaterina Stepanova, Anna Alexandrova, Anna Nazarova, Andrey Nazimov, Anton Vasilyev, Svetlana Bragarnik, Ivan Verkhovykh, Alexey Pivovarov, Sergey Garmash, Grigoriy Dantsiger, Yuriy Breshin, Igor Kosterin, Konstantin Bogomolov, Irina Starshenbaum, Alexander Panin, Evgeniy Mikheev, Rinal Mukhametov, Anastasia Akatova, Sergey Brilev",Fyodor Bondarchuk,23284854.0,2020,264.025,39695893.66306028,10904729.520865534,2
514847,The Hunt,6.637,3277.0,2020-03-11,10550350.0,14000000.0,33.039,"Action, Thriller, Horror","Mikel Albagdadi, Teri Wyble, Lucy Golden, Betty Gilpin, Steve Mokate, J.C. MacKenzie, Amy Madigan, Vince Pisani, Lucas Eagans, Yosef Kasnetzkov, Ike Barinholtz, Jim Klock, Tadasay Young, Ariel Eliaz, Hans Marrero, Jason Kirkpatrick, Tirol Palmer, Dean J. West, Juan Gaspard, Glenn Howerton, Troy Roker, Jeff Brockton, Wayne Duvall, Alexander Babara, Walker Babington, Sturgill Simpson, Adoria K Lewis, Ned Yousef, Sylvia Grace Crim, Giovanni Cohea, Hannah Alline, Christopher Berry, Kate Nowlin, Iyad Hajjaj, Charli Slaughter, Justin Hartley, Hilary Swank, Martin Harris, Usman Ally, Macon Blair, Emma Roberts, Ethan Suplee, Steve Coulter, Reed Birney",Craig Zobel,-3449650.0,2020,-24.64,13045255.023183923,17310664.60587326,3
516329,Antlers,6.2,1110.0,2021-10-28,18867659.0,17000000.0,18.644,"Drama, Horror, Mystery","Jesse Plemons, Graham Greene, Andy Thompson, Charmaine Wilson, Scott Haze, Cody Davis, Katelyn Peterson, Dorian Kingi, Jay Brazeau, Jeremy T. Thomas, Lyla Marlow, Emily Delahunty, Amy Madigan, Arlo Hajdu, Keri Russell, Dendrie Taylor, Jesse Downs, Sawyer Jones, Rory Cochrane, Glynis Davies",Scott Cooper,1867659.0,2021,10.986,22279154.53874539,20073800.73800738,10
516632,The Empty Man,6.2,869.0,2020-10-22,4796993.0,16000000.0,3.869,"Horror, Mystery, Thriller","Ron Canada, Sasha Frolova, Michael Bundred, Vere Tindale, Aaron Poole, James Badge Dale, Connie Hollins, Connor Dowds, Owen Teague, Marin Ireland, Joel Courtney, Brian 'Wolfman Black' Bowman, Stephen Root, Sven Ruygrok, Eric Lange, Jamie-Lee Money, Robert Aramayo, Phoebe Nicholls, Evan Jonigkeit, Jaan Marion, Virginia Kull, Tanya van Graan, Robert Coutts, Jessica Matten, Bryan Kreutz, Reine Swart, Samantha Logan",David Prior,-11203007.0,2020,-70.019,5931366.924265842,19783616.692426585,10
517302,Hatching,6.3,431.0,2022-03-04,508000.0,3896000.0,3.55,"Horror, Fantasy, Drama","Hertta Karen, Miroslava Agejeva, Stella Leppikorpi, Saija Lentonen, Sophia Heikkilä, Reino Nordin, Siiri Solalinna, Oiva Ollila, Ida Määttänen, Aada Punakivi, Hertta Nieminen, Jani Volanen, Jonna Aaltonen",Hanna Bergholm,-3388000.0,2022,-86.961,555380.9361120601,4259378.202938162,3
517412,Tesla,5.8,326.0,2020-08-14,459051.0,5000000.0,13.678,"History, Drama","Josh Hamilton, Lois Smith, David Weinberg, Hannah Gross, Paul Saltzberg, Jim Gaffigan, David Kubicka, Karl Geary, Haley Elise Pehrson, Tom Farrell, Lucy Walters, James Urbaniak, Steven Gurewitz, Corban Elwick-Schermitz, Emma Clare O'Connor, Charles Baran, Ebon Moss-Bachrach, Kyle MacLachlan, Christian Hicks, Peter Greene, Blake DeLong, Luna Jokic, Eve Hewson, David Kallaway, Ethan Hawke, Carl Bernzweig, Hermione Heckrich, George Aloi, Gary Rissman, Eli Smith, Gary Ayash, Eli A. Smith, John Palladino, Dan Bittner, Rebecca Dayan, Ian Lithgow, Joshuah Melnick, Emory Gleeson, Rick Zahn, Nicholas Wuehrmann, Tallulah McRae Silovsky, Michael Mastro, Thomas Roma, Vincent De Paul, Jameal Ali, Donnie Keshawarz, Tony Hutaj",Michael Almereyda,-4540949.0,2020,-90.819,567605.5641421947,6182380.216383307,8
520023,Bodies Bodies Bodies,6.196,1236.0,2022-08-05,13900000.0,3000000.0,21.869,"Horror, Comedy, Mystery, Thriller","Amandla Stenberg, Lee Pace, Pete Davidson, Myha'la, Conner O'Malley, Rachel Sennott, Chase Sui Wonders, Maria Bakalova",Halina Reijn,10900000.0,2022,363.333,15196446.873932354,3279808.677827127,8
520763,A Quiet Place Part II,7.475,6706.0,2021-05-21,297372261.0,55000000.0,3.968,"Science Fiction, Thriller, Horror","Cristalis Bonilla, David Lundy, Stefania Warwick, Okieriete Onaodowan, Noah Jupe, Bill Smith, Gary Sundown, Scoot McNairy, Kyle Licht, Ashley Dyke, Scott Matheny, Domonic Taggart, Djimon Hounsou, Wayne Duvall, Dean Woodward, Lauren-Ashley Cristiano, Blake DeLong, Emily Blunt, Sheri Fairchild, John Krasinski, Alycia Ripley, Cillian Murphy, Michaela Pace, Logan V Davoli, Silas Pereira-Olson, Robert A. Coldicott, Zachary Golinger, Millicent Simmonds, Barbara Singer, Alice Sophie Malyukova",John Krasinski,242372261.0,2021,440.677,351140677.195572,64944649.44649447,5
522016,The 355,6.1,1031.0,2022-01-05,55700000.0,75000000.0,23.926,"Action, Adventure, Thriller","Maurice Sardison, Atul Sharma, Dee Pearce, Emilio Insolera, Jeremy Oliver, Sam Shoubber, Nicholas Blatt, Penélope Cruz, Adam Strawford, Eddie Arnold, Indy Singh, Gino Picciano, Leo Staar, Toni Beard, Graham Burton, Marcello Cruz, Paul O'Kelly, Lee Wilkinson, Lupita Nyong'o, Jag Patel, Graham J. Reeves, Martyn Mayger, Bodo Friesecke, Sylvester Groth, Patrick Loh, Diane Kruger, Jason Wong, Francisco Labbe, Mick Slaney, Hiten Patel, Marta Svetek, Edgar Ramírez, Amra Mallassi, Metin Hassan, Zsuzsanna Bíró, Steve Saunders, Toby Sauerback, Yun Lai, Sebastian Stan, Pablo Scola, Mariia Legun, Jason Flemyng, Michelle Thomas, Jessica Chastain, Yoon C. Joyce, Michael Haydon, David Yu, Evie Wray, Lee Simmons, Raphael Acloque, Rina Yadav, Fan Bingbing, Amanda Rabinowitz, Waleed Elgadi, Oleg Kricunova, Peter Trevor, Maryam Hashemi, Emily Ng, John Douglas Thompson, Chris Grifoni, Alexis Barbosa, Keith Lomas, Nina Kumar",Simon Kinberg,-19300000.0,2022,-25.733,60895114.45165698,81995216.94567817,1
522478,Peter Rabbit 2: The Runaway,7.089,816.0,2021-03-25,153000000.0,45000000.0,3.798,"Family, Adventure, Animation","Domhnall Gleeson, Sam Neill, Hayley Atwell, Tim Minchin, Faizan Munawar Varya, Rupert Degas, Neilesh Ambu, Lennie James, Sia, Tara Morice, Stewart Alves, Christian Gazal, Ewen Leslie, Aimee Horne, Jude Hyland, Will Reichelt, Margot Robbie, Neil Hayes, James Corden, Damon Herriman, Alex Blias, Dave Lawson, Rose Byrne, Colin Moody, Elizabeth Debicki, David Wenham, David Oyelowo",Will Gluck,108000000.0,2021,240.0,180664206.6420664,53136531.36531365,3
522627,The Gentlemen,7.7,5963.0,2020-01-01,115171795.0,22000000.0,42.65,"Action, Crime, Comedy","Hugh Grant, Colin Farrell, Eddie Marsan, Lily Frazer, Tom Rhys Harries, Marvin Campbell, Guy List, Bugzy Malone, Mark Rathbone, Chidi Ajufo, Dominic Gibbs, Jordan Long, Ashley McGuire, Togo Igawa, Andy Cheung, Elle Black, Steve Barnett, Shanu Hazzan, Maurice Lee, Tom Wu, Jack O'Connor, McKell David, Jeremy Strong, Samuel West, Geraldine Somerville, Luca De Massis, Jason Wong, Isaiah Zev, Timothy Siddall, Max Bennett, Matthew McConaughey, Charlie Hunnam, Mike Bodnar, Bruce Chong, Eliot Sumner, Danny Griffin, Eugenia Kuzmina, Jason Hunjan, Jack Jones, Chloe Arrowsmith, Christopher Evangelou, Matt Sherren, Sean Sagar, Henry Golding, Ned Campbell, George Asprey, Simon Barker, David Garrick, Tom Lambert, Michelle Dockery, Jason Lines, Will Mackay, Franz Drameh, Ryan Dean, Brittany Ashworth, Sammy Williams, Gershwyn Eustache Jnr, James Warren, Andrew Greenough, Russell Balogh, Lyne Renee, John Dagleish",Guy Ritchie,93171795.0,2020,423.508,142407165.37867078,27202472.952086557,1
522931,Hitman's Wife's Bodyguard,6.672,2314.0,2021-06-14,70060492.0,70000000.0,40.45,"Action, Comedy, Crime, Thriller","Dragan Mićanović, Kristofer Kamiyasu, Frank Grillo, Roy Hill, Patrick Hughes, James McFay, Anna Maria Everett, Rodolfo Corsato, Tine Joustra, Mikhail Gorevoy, Miltos Yerolemou, Tsuwayuki Saotome, Caroline Goodall, Simón Andreu, Rebecca Front, Ivan Đuričić, Antonio Banderas, Georgie Glen, Gabriella Wright, Sergio Torrico, Nikola Ceran, Ivor Bagarič, Amar Bukvić, Blake Ritson, Mislav Čavajda, Salma Hayek Pinault, Danko Jordanov, Stewart Alexander, Ahmet Mehmet, Martina Drakulić, Genevieve Barker, Russell De Rozario, Michael Aston, Giulio Berruti, Sabrina Hill, Venice Smith, Petra Kušan, Antonio Scarpa, Tom Hopper, Gary Oldman, Csilla Barath Bastaić, Jonny James, Didi Anderson, Vasil Yordanov, Barry Atsma, Brian Caspe, Samuel L. Jackson, Jonas Talkington, Mariana Hill, Richard E. Grant, Mariana Vekilska, Enzo Squillino Jr., Ryan Reynolds, Harry Taurasi, Tomi May, Tin Matijević, Noortje Herlaar, Adrian Fekete, Alice McMillan, Genko Ivanov, Morgan Freeman",Patrick Hughes,60492.0,2021,0.086,82728256.23616236,82656826.56826568,6
523366,Dragon Rider,7.1,155.0,2020-10-13,7000000.0,17800000.0,13.803,"Animation, Family, Adventure, Fantasy","Glen McCready, Freddie Highmore, Nonso Anozie, Eric Meyers, Stephen Hogan, Alison Dowling, William Vanderpuye, Sanjeev Bhaskar, Jimmy Hilbbert, Felicity Jones, Peter Marinker, Patrick Stewart, Alex Norton, Thomas Brodie-Sangster, Meera Syal, Ewan Bailey, David Brooks, Glenn Wrage",Tomer Eshed,-10800000.0,2020,-60.674,8655332.30293663,22009273.570324574,10
523371,Patients of a Saint,6.4,120.0,2020-02-28,695501.0,141129.0,8.518,Horror,"Jennifer Joseph, Derek Owen, Savanna Hall, Meg Alexandra, Stacey Lynn Crowe, Philip McGinley, Perry Jaques, Christopher Dunne, Tom Clegg, Alex Briggs, Veronica Jean Trickett, Lynne Anne Rodgers, Jessie Williams, Catrin Griffiths, Francesca Cherruault, Leon Black, Jess Chanliau, Brian McGovern, Jane Garioni, Ria Morgan, Michelle Nali, Raymond Bethley, Anastasia Borodina, Gabz Barker, Lydia Hourihan, Kate Bell, Sarah Brazier, Cherry-Rosa Cullen, Meryl Griffiths, Evan Rees",Russell Owen,554372.0,2020,392.812,859970.3245749613,174502.62751159197,2
523781,Words on Bathroom Walls,7.8,611.0,2020-08-21,3151849.0,8000000.0,15.615,"Drama, Romance","Cruz Abelita, AnnaSophia Robb, Lobo Sebastian, Taylor Russell, Jeris Donovan, Molly Parker, Walton Goggins, Justin Matthew Smith, Aaron Dominguez, Iain Tucker, Evan Whitten, Sean Michael Weber, Shea Brianne Wixson, Blaque Fowler, Pam Smith, Devon Bostick, Beth Grant, Drew Scheid, Reinaldo Faberlle, Andy García, Charlie Plummer, Ellie Dusek, Veronica Russell, Anthony J. Police",Thor Freudenthal,-4848151.0,2020,-60.602,3897185.7805255023,9891808.346213292,8
524047,Greenland,7.1,4627.0,2020-07-29,52300000.0,34000000.0,3.885,"Action, Thriller, Science Fiction","Gerard Butler, Rick Pasqualone, Mike Gassaway, Scott Glenn, Holt McCallany, Hayes Mercure, David Denman, Joshua Mikel, Brandon Quinn, James Logan, Randal Gonzalez, Scott Poythress, Anissa Matlock, Claire Bronson, Cate Jones, Kendrick Cross, Alan Pietruszewski, Madison Johnson, Randall Archer, Tracey Bonner, Roger Dale Floyd, Gary Weeks, Andrew Bachelor, Nicola Lambo, Morena Baccarin, Merrin Dungey, Hope Davis, Brandon Miller",Ric Roman Waugh,18300000.0,2020,53.824,64667697.06336939,42040185.47140649,7
524369,The Many Saints of Newark,6.3,675.0,2021-09-22,13037403.0,50000000.0,18.951,"Crime, Drama","Robert Vincent Montano, Mason Bleu, John Magaro, Ohene Cornelius, David Chase, Ed Marinaro, Gabriella Piazza, Alex Morf, William Ludwig, Leslie Odom Jr., Danny Schoch, Jon Bernthal, Julian Lerner, Stella Chivee, Vera Farmiga, Carrie Compere, Phyllis Pastore, Michael Imperioli, Ayodele Olatunji, Samson Moeakiola, Jesse Schratz, Rob Colletti, Prema Cruz, Chris LaPanta, William Youmans, De'Jon Watts, Latoya Edwards, Jodi Capeless, Billy Magnussen, Corey Stoll, Germar Terrell Gardner, Lesli Margherita, CJ Fly, Michael Gandolfini, Lexie Foley, Joel Boyd, Nygel Bush, Michael Kaves, Andrew Polk, Alexandra Intrator, Matteo Russo, Mattea Conforti, Vinnie Costanza, Laurie Sheppard, Sam Labovitz, John Borras, Angelo Anthony Pizza, Craig Geraghty, Erik Weiner, Marianne Ferrari, Maliq Johnson, Patina Miller, Daryl Edwards, Dessy Hinds, Aaron Joshua, Michael Zegarski, Michela De Rossi, Nick DeMatteo, Lizzy Plimpton, Ray Liotta, Bryce Burke, Lauren DiMario, Ian Unterman, Alessandro Nivola, Chase Vacnin, Talia Balsam, Tatienne Hendricks-Tellefsen, Nick Vallelonga, Patricia Squire, Kathryn Kates, Audrey Bennett, Amelia Fowler, Nicola Gabriele, Oberon K.A. Adjepong, Spenser Granese, Joey Diaz, Matthew Elam, Luca De Massis, Louis Vanaria, Matt Grossman",Alan Taylor,-36962597.0,2021,-73.925,15394719.409594096,59040590.40590406,9
524434,Eternals,6.83,8433.0,2021-11-03,402064899.0,200000000.0,72.927,"Science Fiction, Action, Adventure","Harish Patel, Hari Patel, Alberto Rodríguez, Sebastián Viveros, Hannah Dodd, Harry Styles, Vladimirs Kozevnikovs, Rickesh Chauhan, Amun Bhacu, Sebastian Senior, Angelina Jolie, Jenny Sepiere, Alan Scott, Tarique Pacheco, Giursaran Kohli, Sherisse Bisram, Ozer Ercan, Patton Oswalt, Digvijay Rathod, Esai Daniel Cross, Esha Jass, Sarshi Soni, Monsur Ali, Amar Bains, Umair Mufti, Sonal Chakrauaratl, Nidhi Joshi, Anthony Pius, Yanich Gharity, Medhavi Patel, Bill Skarsgård, Zain Al Rafeea, Eddie Saleem, Gurpreet Sian, Nisha Aaliya, Richard Madden, Marissa Hussain, Orson Rosenberg, Nikkita Chadha, Kumail Nanjiani, Salma Hayek Pinault, Priyani Elleni Shah, Ariadna Vadillo Soto, Ascension Martinez Rubio, Anushka Conway, Krupali Khimasia, Haaz Sleiman, Shiva Raichandani, Shamina Patel, Sneya Rajani, Gemma Chan, Aaron Mistry, Derek Horsham, David Kaye, Chloe Stannage, Ismail Mughal, Charithra Chandran, Lia McHugh, Priyanka Chauhan, Ramzan Miah, Kaajel Patel, Ankush Saigal, Amran Hussain, Grahame Fox, Mahershala Ali, Manuel Pazhedath, Anekha Pillai, Chrisoulla Spyrindonos, Harkiran Virdee, Kit Harington, Lucia Efstathiou, Abhishek Mukherjee, Shahazan Miah, Saaj Raja, Bhavini Sheth, Brenda Lorena Garcia, Adrià Escudero, Brian Tyree Henry, Aakash Shukal, Sanjay Dattani, Shreya Vadnerkar, Don Lee, Jeff Mirza, Lauren Ridloff, Barry Keoghan, Vibhuti-Sheena Patel, Reuben George",Chloé Zhao,202064899.0,2021,101.032,474762980.3690037,236162361.62361625,11
525660,Dynasty Warriors,5.9,135.0,2021-04-27,3310000.0,38504400.0,4.276,"Action, Adventure, Fantasy","Lam Suet, Tony Yang, Guli Nazha, Justin Cheung Kin-Sing, Cui Can, Philip Keung Ho-Man, Louis Koo, Wang Zhipeng, Han Geng, Paul Chun Pui, Yang Guang, Wang Kai, Eddie Cheung Siu-Fai, Carina Lau Kar-Ling, Zhang Yiqian, Zhuang Qiqian, Fa Zhi Yuan, Ray Lui, Song Hanhuan, Dong Wenjun, Wu Hao, Law Kar-Ying",Roy Chow Hin-Yeung,-35194400.0,2021,-91.404,3908487.084870849,45466450.18450184,4
526019,Like a Boss,6.262,646.0,2020-01-09,26900000.0,29000000.0,3.588,Comedy,"Brittany Guess, Veronica Merrell-Burriss, Ryan Hansen, Marcus LaRon, Catherine Carlen, Kai Clark, Charles Howard Dillard, Olivia De Paux, Dana Counce, Elicia Monroe, Dominique Gardner, Jacob Latimore, Jessica St. Clair, Bisola Salimonu, Destiny Adams, Emma Coulter, Colby Lopez, Melissa Saint-Amand, Jimmy O. Yang, Debra Johnston, Caroline Arapoglou, Lisa Kudrow, Aaron Dominguez, Vanessa Merrell, Natasha Rothwell, Jennifer Coolidge, Adam Cole-Kelly, Melissa Kennemore, Ari Graynor, Rose Byrne, Karan Soni, Sheril Rodgers, Anna Grace Davidson, Mackenzie Messick, Lana Young, JoAnn Bernat, Stanley Aughtry, Katie Parker, Chelsea Hayes, India Batson, Billy Porter, Darlene Chikezie, Kaleb Lankford, Kharisma, Salma Hayek Pinault, Tiffany Haddish",Miguel Arteta,-2100000.0,2020,-7.241,33261205.564142197,35857805.25502318,1
526896,Morbius,6.0,4396.0,2022-03-30,167635712.0,75000000.0,4.104,"Action, Science Fiction, Fantasy","Fermin Galeano, Kalle Hennie, Rolan Bell, Bentley Kalu, Zaris-Angel Hator, Jason Rennie, Archie Renaux, Adria Arjona, Jay Gomez-Adams, Clara Rosager, Charlie Shotwell, Barry Aird, Corey Johnson, Matt Smith, Aryan Moaven, Michael Keaton, Joseph Esson, Abraham Popoola, Maia Scalia, Philip Gascoyne, Adam El Hagar, Jared Harris, Jared Leto, Joe Ferrara, Apphia Campbell, Jojo Macari, Tyrese Gibson, Oliver Bodur, Chris Ryman, Tom Forbes, Al Madrigal, Robert Ryan, Joanna Burnett, Christopher Louridas",Daniel Espinosa,92635712.0,2022,123.514,183271020.97710967,81995216.94567817,3
527774,Raya and the Last Dragon,7.841,6866.0,2021-03-03,130423032.0,100000000.0,73.114,"Animation, Family, Fantasy, Action, Adventure","Dichen Lachman, Sung Kang, Ross Butler, Alan Tudyk, Paul Yen, Patti Harrison, Thalia Tran, Jona Xiao, Lucille Soong, Ren Hanami, Izaac Wang, Gemma Chan, Vincent Rodriguez III, François Chau, Lucian Perez, Benedict Wong, Kelly Marie Tran, Awkwafina, Sandra Oh, Gordon Ip, Jonathan Park, Sierra Katow, Daniel Dae Kim, Kayla Melikian","Carlos López Estrada, Don Hall",30423032.0,2021,30.423,154005056.23616236,118081180.81180812,3
529106,Major Grom: Plague Doctor,6.7,581.0,2021-04-01,4500000.0,10000000.0,39.057,"Action, Adventure","Evgeniy Kosyrev, Sergey Goroshko, Lyubov Aksyonova, Mikhail Novikov, Vitaliy Khaev, Aleksandr Kakuev, Anton Bogdanov, Mikhail Bogdasarov, Vladislav Spirin, Vladimir Lysenko, Yuliya Parshuta, Anastasiya Nemolyaeva, Albert Vasilyev, Vsevolod Bykov, Tikhon Zhiznevsky, Oleg Chugunov, Aleksey Maklakov, Dmitry Chebotarev, Shakhin Adygezalov, Lyudmila Grigorash, Alexandr Klassen, Yuri Nasonov, Vitaliy Milonov, Nikita Kologrivyy, Dmitry Udobnyy, Konstantin Khabenskiy, Oysel More Despaygne, Roman Kotkov, Daniil Steklov, Yakov Shamshin, Oleg Ishchenko, Alexandr Seteykin, Romuald Makarenko, Alexandra Veleskevich, Dmitry Limanov, Mikhail Evlanov",Oleg Trofim,-5500000.0,2021,-55.0,5313653.136531365,11808118.08118081,4
529203,The Croods: A New Age,7.5,3881.0,2020-11-25,215905815.0,65000000.0,21.82,"Animation, Family, Adventure, Fantasy, Comedy","Ryan Reynolds, Januel Mercado, Artemis Pebdani, Joel Crawford, Melissa Disney, Peter Dinklage, Clark Duke, Emma Stone, Cloris Leachman, Nicolas Cage, Leslie Mann, Kailey Crawford, Ryan Naylor, Kelly Marie Tran, Chris Sanders, Catherine Keener, James Ryan",Joel Crawford,150905815.0,2020,232.163,266962367.85162288,80370942.81298299,11
